校区,开课学院,课程代码,课程名称,学号,考试时间,考试地点
仙林,自动化学院,B0503311S,电力系统分析,B11050827,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503341S,电气测量技术,B11050827,2014年02月17日(18:30-20:20),教2-401
仙林,理学院,B0600321S,大学物理(下),B11050827,2014年02月22日(10:25-12:15),教2-102
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050829,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050829,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050829,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050829,2014年02月22日(07:50-09:40),教2-202
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050830,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050830,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050830,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050830,2014年02月22日(07:50-09:40),教2-202
仙林,理学院,B0600321S,大学物理(下),B11050830,2014年02月22日(10:25-12:15),教2-102
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050831,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050831,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050831,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050831,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503102S,电力电子技术,B11050832,2014年02月20日(16:00-17:50),教2-101
仙林,理学院,B0600031S,线性代数与解析几何,B11050908,2014年02月22日(13:30-15:20),教2-101
仙林,自动化学院,B0500011S,自动控制原理,B11050910,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050912,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050913,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050915,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503341S,电气测量技术,B11050918,2014年02月17日(18:30-20:20),教2-401
仙林,自动化学院,B0503102S,电力电子技术,B11050921,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050923,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050923,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503102S,电力电子技术,B11050925,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050927,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050928,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050929,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050929,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0500011S,自动控制原理,B11050930,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050930,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050930,2014年02月22日(07:50-09:40),教2-202
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11051010,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11051010,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11051010,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503102S,电力电子技术,B11051011,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11051012,2014年02月20日(16:00-17:50),教2-101
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B11051015,2014年02月22日(18:30-20:20),教2-202
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11051016,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503311S,电力系统分析,B11051016,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0500011S,自动控制原理,B11051017,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503311S,电力系统分析,B11051017,2014年02月22日(07:50-09:40),教2-202
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11051018,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11051018,2014年02月20日(18:30-20:20),教2-213
仙林,马克思主义学院,B0900022S,马克思主义基本原理概论,B11051018,2014年02月16日(13:30-15:20),教2-102
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11051022,2014年02月19日(18:30-20:20),教2-400
仙林,自动化学院,B0503102S,电力电子技术,B11051022,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11051022,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0500011S,自动控制原理,B11051025,2014年02月18日(18:30-20:20),教2-213
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11051027,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11051027,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0500011S,自动控制原理,B11051027,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11051027,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11051027,2014年02月22日(07:50-09:40),教2-202
仙林,理学院,B0600011S,高等数学A(上),B11051027,2014年02月21日(18:30-20:20),教2-209
仙林,理学院,B0600321S,大学物理(下),B11051027,2014年02月22日(10:25-12:15),教2-102
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11051029,2014年02月20日(18:30-20:20),教2-213
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11051030,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0500011S,自动控制原理,B11051030,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503311S,电力系统分析,B11051030,2014年02月22日(07:50-09:40),教2-202
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11051107,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0500011S,自动控制原理,B11051108,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11051108,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11051108,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503102S,电力电子技术,B11051109,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11051112,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503102S,电力电子技术,B11051113,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11051113,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503311S,电力系统分析,B11051114,2014年02月22日(07:50-09:40),教2-202
仙林,理学院,B0600011S,高等数学A(上),B11051114,2014年02月21日(18:30-20:20),教2-209
仙林,自动化学院,B0503102S,电力电子技术,B11051115,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11051115,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0500011S,自动控制原理,B11051117,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11051117,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0500011S,自动控制原理,B11051118,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11051118,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11051119,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0500011S,自动控制原理,B11051120,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11051120,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0500011S,自动控制原理,B11051121,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11051121,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11051126,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11051126,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0500011S,自动控制原理,B11051127,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11051127,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11051127,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0500011S,自动控制原理,B11051128,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11051128,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11051128,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0500011S,自动控制原理,B11051129,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11051129,2014年02月20日(16:00-17:50),教2-101
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B11051133,2014年02月22日(18:30-20:20),教2-202
仙林,自动化学院,B0500011S,自动控制原理,B11051133,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0500011S,自动控制原理,B11051135,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11051135,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11051135,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503311S,电力系统分析,B11051136,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503311S,电力系统分析,B11051137,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503311S,电力系统分析,B11051139,2014年02月22日(07:50-09:40),教2-202
仙林,理学院,B0600061S,概率论与数理统计,B11060116,2014年02月22日(16:00-17:50),教2-400
仙林,理学院,B0600011S,高等数学A(上),B11060203,2014年02月21日(18:30-20:20),教2-209
仙林,计算机学院,B0300011S,高级语言程序设计,B11060213,2014年02月21日(16:00-17:50),教2-101
仙林,材料科学与工程学院,B1701191S,有机化学（上）,B11060217,2014年02月18日(18:30-20:20),教2-300
仙林,材料科学与工程学院,B1701261S,结构化学,B11060217,2014年02月17日(16:00-17:50),教2-208
仙林,理学院,B0600321S,大学物理(下),B11060222,2014年02月22日(10:25-12:15),教2-102
仙林,材料科学与工程学院,B1701261S,结构化学,B11060222,2014年02月17日(16:00-17:50),教2-208
仙林,计算机学院,B0300011S,高级语言程序设计,B11060226,2014年02月21日(16:00-17:50),教2-101
仙林,理学院,B0600061S,概率论与数理统计,B11060226,2014年02月22日(16:00-17:50),教2-400
仙林,理学院,B0600321S,大学物理(下),B11060226,2014年02月22日(10:25-12:15),教2-102
仙林,材料科学与工程学院,B1701191S,有机化学（上）,B11060226,2014年02月18日(18:30-20:20),教2-300
仙林,材料科学与工程学院,B1701261S,结构化学,B11060226,2014年02月17日(16:00-17:50),教2-208
仙林,材料科学与工程学院,B1701191S,有机化学（上）,B11060232,2014年02月18日(18:30-20:20),教2-300
仙林,理学院,B0600321S,大学物理(下),B11060316,2014年02月22日(10:25-12:15),教2-102
仙林,理学院,B0600321S,大学物理(下),B11060318,2014年02月22日(10:25-12:15),教2-102
仙林,材料科学与工程学院,B1701191S,有机化学（上）,B11060318,2014年02月18日(18:30-20:20),教2-300
仙林,材料科学与工程学院,B1703040S,材料物理（双语）,B11060318,2014年02月16日(10:25-12:15),教2-101
仙林,材料科学与工程学院,B1703040S,材料物理（双语）,B11060328,2014年02月16日(10:25-12:15),教2-101
仙林,材料科学与工程学院,B1703040S,材料物理（双语）,B11060329,2014年02月16日(10:25-12:15),教2-101
仙林,理学院,B0600011S,高等数学A(上),B11060401,2014年02月21日(18:30-20:20),教2-209
仙林,理学院,B0600011S,高等数学A(上),B11060402,2014年02月21日(18:30-20:20),教2-209
仙林,计算机学院,B0300011S,高级语言程序设计,B11060413,2014年02月21日(16:00-17:50),教2-101
仙林,理学院,B0600061S,概率论与数理统计,B11060413,2014年02月22日(16:00-17:50),教2-400
仙林,理学院,B0600011S,高等数学A(上),B11060416,2014年02月21日(18:30-20:20),教2-209
仙林,材料科学与工程学院,B1703011S,量子与统计物理,B11060418,2014年02月15日(16:00-17:50),教2-101
仙林,理学院,B0600321S,大学物理(下),B11060421,2014年02月22日(10:25-12:15),教2-102
仙林,材料科学与工程学院,B1703040S,材料物理（双语）,B11060426,2014年02月16日(10:25-12:15),教2-101
仙林,材料科学与工程学院,B1703011S,量子与统计物理,B11060427,2014年02月15日(16:00-17:50),教2-101
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11060515,2014年02月20日(18:30-20:20),教2-213
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B11060516,2014年02月22日(18:30-20:20),教2-202
仙林,材料科学与工程学院,B1704221S,薄膜材料与技术,B11060516,2014年02月16日(10:25-12:15),教2-101
仙林,材料科学与工程学院,B1704221S,薄膜材料与技术,B11060517,2014年02月16日(10:25-12:15),教2-101
仙林,计算机学院,B0300011S,高级语言程序设计,B11060518,2014年02月21日(16:00-17:50),教2-101
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B11060518,2014年02月22日(18:30-20:20),教2-202
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11060518,2014年02月20日(18:30-20:20),教2-213
仙林,光电工程学院,B0404021S,物理光学,B11060518,2014年02月18日(16:00-17:50),教2-102
仙林,理学院,B0600031S,线性代数与解析几何,B11060518,2014年02月22日(13:30-15:20),教2-101
仙林,材料科学与工程学院,B1704221S,薄膜材料与技术,B11060518,2014年02月16日(10:25-12:15),教2-101
仙林,光电工程学院,B0403071S,激光原理,B11060526,2014年02月20日(16:00-17:50),教2-202
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B11060527,2014年02月22日(18:30-20:20),教2-202
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B11060530,2014年02月22日(18:30-20:20),教2-202
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11060530,2014年02月20日(18:30-20:20),教2-213
仙林,理学院,B0600061S,概率论与数理统计,B11060530,2014年02月22日(16:00-17:50),教2-400
仙林,材料科学与工程学院,B1704221S,薄膜材料与技术,B11060530,2014年02月16日(10:25-12:15),教2-101
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11060531,2014年02月20日(18:30-20:20),教2-213
仙林,材料科学与工程学院,B1704221S,薄膜材料与技术,B11060531,2014年02月16日(10:25-12:15),教2-101
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B11060534,2014年02月22日(18:30-20:20),教2-202
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11060534,2014年02月20日(18:30-20:20),教2-213
仙林,光电工程学院,B0403071S,激光原理,B11060534,2014年02月20日(16:00-17:50),教2-202
仙林,光电工程学院,B0404021S,物理光学,B11060534,2014年02月18日(16:00-17:50),教2-102
